,Unnamed: 0,epc_ind,epc_label,total_co2,scenario_name,gas_consumption,oil_consumption,total_floor_area,heating_consumption,electricity_injected,total_investment_cost,electricity_consumption,domestic_hot_water_consumption,total_subsidies,total_oil_cost,pv_production,name,building_type,construction_year,scale_kadaster,heating_system,tco,dhw_system,emissions_2025,modified_emissions_2025,emissions_2026,modified_emissions_2026,emissions_2027,modified_emissions_2027,emissions_2028,modified_emissions_2028,emissions_2029,modified_emissions_2029,emissions_2030,modified_emissions_2030,emissions_2031,modified_emissions_2031,emissions_2032,modified_emissions_2032,emissions_2033,modified_emissions_2033,emissions_2034,modified_emissions_2034,emissions_2035,modified_emissions_2035,emissions_2036,modified_emissions_2036,emissions_2037,modified_emissions_2037,emissions_2038,modified_emissions_2038,emissions_2039,modified_emissions_2039,emissions_2040,modified_emissions_2040,total_emissions,modified_total_emissions,total_co2_modified,epc_ind_modified,solar_injection_emissions_2025,solar_injection_emissions_2026,solar_injection_emissions_2027,solar_injection_emissions_2028,solar_injection_emissions_2029,solar_injection_emissions_2030,solar_injection_emissions_2031,solar_injection_emissions_2032,solar_injection_emissions_2033,solar_injection_emissions_2034,solar_injection_emissions_2035,solar_injection_emissions_2036,solar_injection_emissions_2037,solar_injection_emissions_2038,solar_injection_emissions_2039,solar_injection_emissions_2040
298580,0,27,2,628.7904000000003,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6444,0,188,3288,5098,164300,1178,3155,"---
r1: 23250
r2: 16275
r3: 1114
r4: 23250
r5: 16275
",0.0,5984,type_62,HALF_OPEN,1958.0,18873.0,Gasboiler,175995.52999999997,Gasboiler,747.572835298477,1464.8530661271413,772.9918447768833,1457.2143944012325,797.2393546436306,1449.927770262705,820.369356433726,1442.9769687043547,842.4333533451583,1436.3465124896438,863.4804749202264,1430.021637689789,883.557586441493,1423.9882608091636,902.7093932859433,1418.2329474258058,920.9785404697209,1412.7428822772115,938.4057076050893,1407.505840724797,955.029699481062,1402.5101615334972,970.887532469393,1397.7447209058814,986.0145169483292,1393.1989077129765,1000.4443359276536,1388.862599866639,1014.2091200500945,1384.7261417808645,1027.339519136104,1380.7803228718544,14443.663171232982,22691.633135583557,1500.5484000000004,94.79255319148936,717.2802308286643,684.2225496243492,652.6884156190745,622.6076122706287,593.9131591444856,566.5411627695627,540.4306743676707,515.5235541398625,491.7643418074906,469.1001331197077,447.4804620524352,426.8571884364884,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
338877,0,21,2,901.7729999999999,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",4020,3155,194,4020,5613,167300,1232,3155,"---
r1: 23250
r2: 16275
r3: 1153
r4: 23250
r5: 16275
",315.1,6463,type_70,HALF_OPEN,1980.0,14183.0,Gasboiler,175538.964,Gasboiler,1034.5244921027113,1824.2643774776216,1062.9328289713076,1816.2755459272653,1090.0318954830982,1808.6548999691447,1115.8820326877942,1801.3854708351146,1140.540800664576,1794.4510718058073,1164.0631066901817,1787.836262167929,1186.501327500046,1781.5263128326737,1207.905425914724,1775.5071735387037,1228.3230620912873,1769.765441566659,1247.7996996474226,1764.2883318955433,1266.3787068945235,1759.0636487345232,1284.101453405207,1754.0797583667622,1301.0074021302628,1749.3255632448108,1317.1341972701657,1744.7904772798802,1332.5177480968023,1740.4644022699704,1347.192308912059,1736.3377054143673,19326.836488462166,28408.016443326775,1861.596,93.33247422680412,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753718,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
293123,0,26,2,677.5776000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6686,0,188,3531,5098,163200,1178,3155,"---
r1: 23250
r2: 16275
r3: 1091
r4: 23250
r5: 16275
",0.0,5984,type_61,HALF_OPEN,1958.0,20425.0,Gasboiler,175256.35199999998,Gasboiler,796.360035298477,1513.6402661271413,821.7790447768833,1506.0015944012325,846.0265546436306,1498.714970262705,869.156556433726,1491.7641687043547,891.2205533451582,1485.1337124896438,912.2676749202263,1478.808837689789,932.3447864414929,1472.7754608091636,951.4965932859433,1467.0201474258058,969.7657404697209,1461.5300822772115,987.1929076050893,1456.293040724797,1003.816899481062,1451.2973615334972,1019.674732469393,1446.5319209058814,1034.8017169483294,1441.9861077129767,1049.2315359276536,1437.649799866639,1062.9963200500945,1433.5133417808645,1076.126719136104,1429.5675228718544,15224.258371232985,23472.228335583553,1549.3356,93.79255319148936,717.2802308286643,684.2225496243492,652.6884156190745,622.6076122706287,593.9131591444856,566.5411627695627,540.4306743676707,515.5235541398625,491.7643418074906,469.1001331197077,447.4804620524352,426.8571884364884,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
481081,0,55,2,1305.5634,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",7414,3155,204,7414,7273,160400,1252,3155,"---
r1: 17250
r2: 12075
r3: 437
r4: 17250
r5: 12075
",315.1,8139,type_96,OPEN,1945.0,16175.0,Gasboiler,172318.758,Gasboiler,1488.009584421462,2511.308744644466,1527.0524048473503,2503.19022427024,1564.2958377319635,2495.445866527085,1599.8228124202717,2488.0584271798407,1633.7124362477543,2481.0114567377195,1666.0401706874195,2474.2892638264993,1696.8779993786297,2467.8768802487884,1726.2945884119044,2461.760027654592,1754.3554392265787,2455.925085747936,1781.1230344617966,2450.3590619587826,1806.6569770855804,2445.0495625126814,1831.0141231117896,2439.984764833755,1854.248708200482,2435.153391219564,1876.4124684235717,2430.544683729229,1897.554755464699,2426.1483802288985,1917.7226465098165,2421.954691541224,27621.193986631068,39388.060512861295,2549.2464,144.1299019607843,1023.299160223004,976.1378194228896,931.1500287951214,888.235614759569,847.2990204899652,808.2490931390798,770.9988808701587,735.4654392426874,701.5696465213573,669.236027496986,638.392585427101,608.9706417219654,580.9046830190821,554.1322153056572,528.5936247641996,504.2320450314073
489482,0,85,2,1421.3645999999997,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",7186,3155,201,7186,6315,159500,1240,3155,"---
r1: 17250
r2: 12075
r3: 480
r4: 17250
r5: 12075
",315.1,7181,type_98,OPEN,1945.0,9901.0,Gasboiler,171873.006,Gasboiler,1575.1454314132066,2463.655564344359,1608.053970470072,2455.614857264455,1639.445835922557,2447.944726592321,1669.390927525806,2440.628093373005,1697.955923527214,2433.6486657785726,1725.204429137793,2426.990902831357,1751.1971181608615,2420.63997979912,1775.9918680934086,2414.5817551850587,1799.6438890009777,2408.8027392391696,1822.2058464530178,2403.290063920839,1843.7279787924463,2398.0314542457863,1864.2582090005535,2393.0152009535595,1883.8422514063193,2388.2301344347125,1902.5237134777658,2383.6655998596198,1920.344192921997,2379.311433453541,1937.3433703101348,2375.15793986511,28416.27495561413,38633.20911114058,2501.2295999999997,163.54477611940297,888.5101329311524,847.5608867943831,808.4988906697638,771.2371658471989,735.6927422513586,701.7864736935637,669.4428616382584,638.5898870916501,609.1588502381919,581.0842174678214,554.3034754533401,528.756991953006,504.38788302839316,481.14188638185396,458.9672405315441,437.8145695549754
447873,0,18,2,818.4168000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + PV full roof with battery + Solar Thermal Collector",7958,0,201,4802,5852,156100,1256,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6702,type_87,HALF_OPEN,2012.0,5214.0,Gasboiler,169816.33000000002,Gasboiler,957.6831450591328,1781.049938077835,987.4856367843254,1772.9054799388352,1015.9146049852361,1765.1363798386735,1043.033351981991,1757.7253384487856,1068.902262646517,1750.6558537241021,1093.578938860551,1743.912184158213,1117.1183277768114,1737.4793137320114,1139.5728441689273,1731.3429184777692,1160.9924871425605,1725.4893345841915,1181.4249514675996,1719.9055279714305,1200.9157337793267,1714.5790652683127,1219.5082338850332,1709.4980861271536,1237.2438514016635,1704.6512768145149,1254.1620779396671,1700.0278450190985,1270.300585038325,1695.6174958206839,1285.6953080483502,1691.410408766595,18233.532340966016,27701.386446768207,1819.1088000000002,90.7860696517413,823.3667930187021,785.4198431545099,749.2217748534374,714.6919864667946,681.753591077585,650.333245297662,620.3609859552,591.7700743088419,564.496847441631,538.4805765038309,513.6633314889859,489.9898522421204,467.40742541285135,445.8657670794314,425.31691078235895,405.7151007182449
477954,0,37,2,843.5034,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",3239,3155,152,3239,4831,159400,1030,3155,"---
r1: 23250
r2: 16275
r3: 919
r4: 23250
r5: 16275
",315.1,5745,type_95,OPEN,1945.0,12840.0,Gasboiler,166033.559,Gasboiler,958.6799399412017,1638.393709092492,983.3273009175851,1631.7147346632169,1006.8387256633774,1625.3435777339441,1029.2665666848452,1619.2660517533832,1050.6607636900371,1613.4686239934915,1071.0689547887193,1607.9383854163689,1090.5365825673762,1602.6630219299138,1109.106995275477,1597.6307869682341,1126.8215433483185,1592.830475335762,1143.7196714813633,1588.251398256826,1159.839006461101,1583.883359575129,1175.2154409480008,1579.716633050134,1189.883213398112,1575.7419406998013,1203.8749843012783,1571.9504321414584,1217.2219089057166,1568.3336648847967,1229.9537065909005,1564.8835855331154,17746.01530496341,25562.010381028067,1669.6044000000002,116.45723684210526,679.7137691512902,648.3874337456317,618.5048520705667,589.999485068538,562.8078603034544,536.8694306276495,512.1264393625377,488.5237916927572,466.0089319874435,444.53172677546263,424.0443531140279,404.50119210213325,385.8587273016892,368.07544784018,351.11175597908004,334.9298789422148
553792,0,81,2,1391.5295999999998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",7921,3155,176,7921,7273,150300,1157,3155,"---
r1: 17250
r2: 12075
r3: 537
r4: 17250
r5: 12075
",315.1,8139,type_113,OPEN,1980.0,36819.0,Gasboiler,162436.33000000002,Gasboiler,1576.8544403789506,2600.1536006019546,1616.5132827182192,2592.651102141109,1654.344346581746,2585.4943753768675,1690.4318697828237,2578.6674845423927,1724.8562078211708,2572.155228311136,1757.6940128092106,2565.9431059482904,1789.0184041520847,2560.0172850222434,1818.899131361436,2554.3645706041234,1847.4027293655136,2548.972375886871,1874.5926666614096,2543.8286941583956,1900.5294866393306,2538.9220720664316,1925.2709423935735,2534.241584115539,1948.8721253204037,2529.776808339486,1971.3855877891656,2525.5178030948227,1992.8614601597903,2521.45508492399,2013.347562407248,2517.5796074386553,29102.874256342075,40869.740782572306,2635.2126,184.3096590909091,1023.299160223004,976.1378194228896,931.1500287951214,888.235614759569,847.2990204899652,808.2490931390798,770.9988808701587,735.4654392426874,701.5696465213573,669.236027496986,638.392585427101,608.9706417219654,580.9046830190821,554.1322153056572,528.5936247641996,504.2320450314073
550095,0,63,2,1318.2084000000004,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",7559,3155,175,7559,7273,148700,1155,3155,"---
r1: 17250
r2: 12075
r3: 517
r4: 17250
r5: 12075
",315.1,8139,type_112,OPEN,1980.0,35671.0,Gasboiler,160285.25400000002,Gasboiler,1503.593843662266,2526.89300388527,1543.2656548839213,2519.403474306811,1581.1090899259514,2512.259118721073,1617.2084141483508,2505.44402890792,1651.644009327979,2498.943029817944,1684.492552643353,2492.741645782433,1715.8271874104726,2486.8260682806313,1745.7176859498468,2481.183125192534,1774.2306049473855,2475.8002514687428,1801.4294336550856,2470.6654611520717,1827.3747352615146,2465.7673206886157,1852.1242817468742,2461.0949234688396,1875.7331825229282,2456.6378655420103,1898.2540071442304,2452.3862224498876,1919.7369023638973,2448.330527128097,1940.2297037945618,2444.461748825969,27931.971289388614,39698.83781561885,2561.8914000000004,166.9,1023.299160223004,976.1378194228896,931.1500287951214,888.235614759569,847.2990204899652,808.2490931390798,770.9988808701587,735.4654392426874,701.5696465213573,669.236027496986,638.392585427101,608.9706417219654,580.9046830190821,554.1322153056572,528.5936247641996,504.2320450314073
594331,0,43,2,1035.3636000000001,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",10091,0,186,6935,7033,144700,1191,3155,"---
r1: 17250
r2: 12075
r3: 529
r4: 17250
r5: 12075
",0.0,7899,type_121,OPEN,1998.0,16608.0,Gasboiler,160165.378,Gasboiler,1212.3857905647205,2201.9173447855906,1250.2678960169776,2194.1943753241662,1286.404108425533,2186.8273385253665,1320.8748917055682,2179.7998303284267,1353.7570013883712,2173.096202695387,1385.1236555316236,2166.70152876786,1415.0446977528577,2160.6015696296386,1443.5867527491023,2154.782742601133,1470.8133746490078,2149.2320909950417,1496.7851885277892,2143.937255265903,1521.5600254000933,2138.8864454893,1545.1930509913761,2134.068415109427,1567.7368885745254,2129.4724358965664,1589.241736145243,2125.088274058716,1609.755478197105,2120.9061674541676,1629.3237923451834,2116.916803854311,23097.854328965077,34476.428820781,2238.0066,137.52956989247312,989.53155422087,943.9264793071886,900.4232300998335,858.9249386228585,819.3392013070159,781.5778732362364,745.5568718767809,711.1959898520308,678.418716346034,647.1520667381137,617.3264200892067,588.8753641180508,561.7355473220409,535.8465379134727,511.1506892570626,487.5930115091278
545922,0,46,2,1222.2161999999998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",7082,3155,176,7082,7273,146600,1156,3155,"---
r1: 17250
r2: 12075
r3: 481
r4: 17250
r5: 12075
",315.1,8139,type_111,OPEN,1980.0,34701.0,Gasboiler,157479.71399999998,Gasboiler,1407.5713420206084,2430.8705022436125,1447.2366688010702,2423.37448822396,1485.073918253849,2416.2239470489703,1521.1673419655874,2409.4029567251564,1555.5973085745745,2402.8963290645397,1588.440482726282,2396.689575865362,1619.7699957812788,2390.7688766514375,1649.6556086556416,2385.121047898329,1678.1638671564492,2379.7335136778065,1705.3582501582478,2374.594277655234,1731.2993109504223,2369.6918963775233,1756.0448120702235,2365.015453792189,1779.6498539216657,2360.5545369407478,1802.166997466698,2356.299212772355,1823.6463812618438,2352.2400060260434,1844.135833100905,2348.3678781323124,26394.977972865345,38161.844499095576,2465.8992,149.3096590909091,1023.299160223004,976.1378194228896,931.1500287951214,888.235614759569,847.2990204899652,808.2490931390798,770.9988808701587,735.4654392426874,701.5696465213573,669.236027496986,638.392585427101,608.9706417219654,580.9046830190821,554.1322153056572,528.5936247641996,504.2320450314073
407569,0,58,2,1285.3512000000003,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",10057,0,206,6901,5613,134500,1273,3155,"---
r1: 17250
r2: 12075
r3: 547
r4: 17250
r5: 12075
",0.0,6463,type_80,HALF_OPEN,1998.0,4788.0,Gasboiler,151657.378,Gasboiler,1416.8603247947424,2206.6002101696527,1445.0027995744063,2198.345516530364,1471.8482569268765,2190.471261412923,1497.4564731944822,2182.9599113418026,1521.8844697749967,2175.794740916228,1545.1866400902506,2168.959795567998,1567.4148707030813,2162.439856035709,1588.6186568522942,2156.220404476274,1608.8452126629054,2150.287592138277,1628.139576277063,2144.6282085251837,1646.5447101397472,2139.229651979747,1664.1015966625423,2134.0799016240976,1680.8493294785073,2129.1674905930554,1696.8252004913306,2124.481480501045,1712.0647829126046,2120.0114370857727,1726.6020104721151,2115.7474069744235,25418.244911007943,34499.424865872556,2245.1742000000004,126.11893203883496,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
494810,0,25,2,820.8809999999999,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",3215,3155,120,3215,4831,144700,926,3155,"---
r1: 23250
r2: 16275
r3: 937
r4: 23250
r5: 16275
",315.1,5745,type_99,OPEN,1958.0,19376.0,Gasboiler,150708.407,Gasboiler,939.2089106736104,1618.9226798249006,964.5306535341148,1612.9180872797465,988.685379562086,1607.1902316326527,1011.7268736922705,1601.7263587608086,1033.7064420440925,1596.5143023475466,1054.673026164154,1591.5424567918035,1074.673312003579,1586.7997513661167,1093.7518338728592,1582.2756255656163,1111.9510736056784,1577.9600055931219,1129.3115551525188,1573.8432819279815,1145.8719348146803,1569.9162879287082,1161.6690873196376,1566.1702794217708,1176.7381879293944,1562.5969152310836,1191.112790764665,1559.188238604845,1204.8249035192907,1555.9366594983705,1217.9050587312463,1552.8349376734611,17500.34102338388,25316.336099448534,1646.982,125.64583333333333,679.7137691512902,648.3874337456317,618.5048520705667,589.9994850685381,562.8078603034542,536.8694306276495,512.1264393625377,488.5237916927572,466.0089319874435,444.53172677546263,424.0443531140279,404.50119210213325,385.8587273016892,368.07544784018,351.1117559790798,334.9298789422148
390998,0,28,2,792.3329999999997,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery",6720,0,162,3564,4333,138500,1044,3155,"---
r1: 23250
r2: 16275
r3: 964
r4: 23250
r5: 16275
",0.0,5266,type_77,HALF_OPEN,1998.0,4513.0,Gasboiler,150536.16799999998,Gasboiler,891.9950994124212,1501.6410861092832,913.3224264977473,1494.8713295032994,933.6668295466582,1488.4135743245024,953.0736091098278,1482.2534411946913,971.5859779469962,1476.3772134458302,989.2451572481184,1470.7718065773681,1006.090468419916,1465.4247391211943,1022.1594206422111,1460.324104849356,1037.487794389008,1455.458546262656,1052.1097211002905,1450.8172293010934,1066.057759181942,1446.3898192198396,1079.3629665030187,1442.166457577029,1092.0549695517996,1438.1377402821286,1104.1620294046054,1434.2946966560025,1115.7111046542757,1430.6287694560463,1126.72791143843,1427.1317958219151,16354.81324504727,23365.102349702232,1533.2759999999998,94.86728395061728,609.645986696862,581.5489030055521,554.7467447778442,529.1798320848635,504.791235498834,481.5266493292497,459.33427070127834,438.1646842071449,417.97075187364794,398.707508200803,380.3320600378977,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
253919,0,79,2,1188.8658000000003,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",9223,0,188,6067,5098,133900,1177,3155,"---
r1: 17250
r2: 12075
r3: 436
r4: 17250
r5: 12075
",0.0,5984,type_53,HALF_OPEN,1945.0,13478.0,Gasboiler,149733.35199999998,Gasboiler,1307.6785369401348,2024.9587677687991,1333.1040308597344,2017.3265804840837,1357.3577263157335,2010.046141934808,1380.4936286164898,2003.1012408871186,1402.5632540985625,1996.4764132430482,1423.6157448372978,1990.1569076068606,1443.6979780706872,1984.128652438358,1462.854670580149,1978.3782247200115,1481.128478260657,1972.8928200681476,1498.5600911019274,1967.6602242216352,1515.1883237921543,1962.6687858445894,1531.0502021460434,1957.9073905825317,1546.1810455495915,1953.3654363142389,1560.614545605186,1949.0328095441714,1574.382841152148,1944.8998628829181,1587.5165898297612,1940.9573935655117,23405.987687756253,31653.95765210683,2060.6238000000003,146.79255319148936,717.2802308286643,684.2225496243493,652.6884156190745,622.6076122706288,593.9131591444857,566.5411627695628,540.4306743676707,515.5235541398624,491.7643418074906,469.10013311970783,447.4804620524351,426.8571884364883,407.18439076464733,388.4182639389853,370.51702173077,353.4408037357505
660771,0,54,2,1154.664,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + PV full roof with battery + Solar Thermal Collector",9480,0,181,6324,5613,133800,1189,3155,"---
r1: 0
r2: 0
r3: 0
r4: 0
r5: 0
",0.0,6463,type_131,OPEN,2012.0,8020.0,Gasboiler,149621.04299999998,Gasboiler,1288.718462693996,2078.458348068906,1317.4056305339113,2070.748347489869,1344.770677383526,2063.3936818695724,1370.8745365466336,2056.377974693954,1395.7753330609646,2049.685604202196,1419.5285131242556,2043.3016686020028,1442.1869675553994,2037.2119528880269,1463.8011495655646,2031.4028971895443,1484.4191871015423,2025.861566576914,1504.086990011458,2020.575622259579,1522.8483522714844,2015.533294111484,1540.7450495011724,2010.7233544627277,1557.816931984543,2006.1350930990911,1574.1020134040662,2001.7582934137806,1589.6365554851068,1997.583209658275,1604.4551487393173,1993.6005452416257,23421.171498962944,32502.35145382754,2114.487,131.52762430939225,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326275,567.6017476239797,541.4423794753716,516.4886322481209,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731683,389.14539650230836
514413,0,86,2,1299.6575999999998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",6081,3155,163,6081,5613,138500,1129,3155,"---
r1: 17250
r2: 12075
r3: 483
r4: 17250
r5: 12075
",315.1,6463,type_104,OPEN,1958.0,24083.0,Gasboiler,149228.214,Gasboiler,1435.5301611934617,2225.270046568372,1464.6063955049858,2217.9491124609435,1492.3425777097038,2210.9655821957504,1518.800467512456,2204.3039056597763,1544.0389782652267,2197.949249406458,1568.1143081485445,2191.8874636262917,1591.0800653070546,2186.1050506396823,1612.9873872179003,2180.58913484188,1633.885054557711,2175.3274340330827,1653.8195998217398,2170.3082320698604,1672.8354109370107,2165.5203527770104,1690.9748301001937,2160.953135061749,1708.2782480602825,2156.5964091748306,1724.7841940560202,2152.4404740657346,1740.5294216083225,2148.4760757814906,1755.5489903587472,2144.6943868610556,25808.156090359364,34889.33604522397,2259.4806,172.08895705521473,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326277,567.6017476239797,541.4423794753716,516.4886322481207,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
401850,0,43,2,1129.7232000000004,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",9492,0,205,6336,5852,133100,1268,3155,"---
r1: 17250
r2: 12075
r3: 509
r4: 17250
r5: 12075
",0.0,6702,type_79,HALF_OPEN,1998.0,4565.0,Gasboiler,149171.528,Gasboiler,1268.6259253592393,2091.9927183779414,1298.3506037901104,2083.7704469446203,1326.7053449200005,2075.927119773438,1353.7532857888264,2068.445272255621,1379.5546536056645,2061.3082446832495,1404.1668998556934,2054.5001451533553,1427.6448282264805,2048.0058141816803,1450.04071663846,2041.810790947302,1471.4044336513266,2035.9012810929576,1491.7835495055433,2030.2641260093742,1511.2234420462214,2024.8867735352073,1529.767397765229,2019.7572500073493,1547.4567081865157,2014.864133599367,1564.3307618092765,2010.196528888708,1580.4271318136819,2005.7440425960408,1595.7816597244644,2001.4967604427093,23201.017342686733,32668.87144848892,2130.4152000000004,114.36585365853658,823.3667930187021,785.4198431545099,749.2217748534374,714.6919864667948,681.753591077585,650.333245297662,620.3609859551998,591.7700743088419,564.496847441631,538.4805765038309,513.6633314889859,489.9898522421204,467.40742541285135,445.8657670794314,425.31691078235895,405.7151007182449
245488,0,60,2,1159.3116000000002,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",9481,0,189,6325,5613,132600,1215,3155,"---
r1: 17250
r2: 12075
r3: 389
r4: 17250
r5: 12075
",0.0,6463,type_51,HALF_OPEN,1945.0,17673.0,Gasboiler,148569.876,Gasboiler,1292.5782200108936,2082.318105385804,1321.096792379779,2074.4395093357366,1348.3010139088485,2066.924018394895,1374.2514597947772,2059.7548979420976,1399.0059134724504,2052.9161846136817,1422.619495280397,2046.392650758144,1445.1447851963485,2040.169770528976,1466.631939916219,2034.2336875401986,1487.128804537202,2028.5711840125737,1506.681019093669,2023.1696513417899,1525.3321201830895,2018.0170620230892,1543.123637908263,2013.1019428698182,1560.0951883517223,2008.4133494662703,1576.2845617882194,2003.940841797934,1591.7278068317132,1999.6744610048813,1606.4593107042308,1995.6047072065392,23466.46206935782,32547.64202422242,2119.1346000000003,134.24603174603175,789.7398853749103,753.3427169559577,718.6230044860465,685.5034381473204,653.9102711412313,623.7731554777472,595.0249853326275,567.6017476239797,541.4423794753716,516.4886322481209,492.68494183999974,469.9783049615553,448.31816111454805,427.65628000971446,407.9466541731681,389.14539650230836
322179,0,29,2,945.1998,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Floor insulation + Condensing gas boiler + PV full roof with battery + Solar Thermal Collector",3338,3155,152,3338,4333,141100,1010,3155,"---
r1: 23250
r2: 16275
r3: 984
r4: 23250
r5: 16275
",315.1,5266,type_67,HALF_OPEN,1980.0,14625.0,Gasboiler,148216.02800000002,Gasboiler,1045.8921552287852,1655.5381419256473,1067.4399533146895,1648.9888563202417,1087.994666398159,1642.7414111760033,1107.6020633237936,1636.7818954086572,1126.305803562745,1631.097039061579,1144.147534428549,1625.6741837577988,1161.1669838125204,1620.5012545137988,1177.4020486452014,1615.5667328523461,1192.8888792808373,1610.8596311544852,1207.6619599927837,1606.3694681935867,1221.7541857590736,1602.086245796971,1235.1969355091308,1598.000426583141,1248.0201419947186,1594.1029127250476,1260.2523584407124,1590.3850256921096,1271.9208221240979,1586.8384869258684,1283.0515150227739,1583.455399406259,18838.69800683857,25848.987111493545,1686.1428,100.26644736842105,609.6459866968621,581.5489030055521,554.7467447778442,529.1798320848636,504.7912354988339,481.5266493292497,459.33427070127846,438.1646842071448,417.97075187364794,398.707508200803,380.33206003789746,362.80349107401025,346.082770730329,330.13266725139715,314.91766480177057,300.4038843834851
330895,0,43,2,1268.901,"Triple glass, incl. frame + Internal wall insulation + Roof replacement + Condensing gas boiler + PV full roof with battery",6445,3155,195,6445,6315,135800,1222,3155,"---
r1: 17250
r2: 12075
r3: 490
r4: 17250
r5: 12075
",315.1,7181,type_69,HALF_OPEN,1980.0,15495.0,Gasboiler,146966.169,Gasboiler,1423.2272609630468,2311.737393894199,1456.2525199613945,2303.8134067557776,1487.7557260204105,2296.2546166901743,1517.807026815553,2289.044192662752,1546.4733370884924,2282.166079339851,1573.8184876450798,2275.6049613386435,1599.9033674863576,2269.346229124616,1624.7860593891094,2263.3759464807595,1648.5219692378287,2257.6808194760206,1671.1639493961025,2252.248166863924,1692.7624163921046,2247.0658918454446,1713.3654631802597,2242.1224551332657,1733.018966229041,2237.4068492574343,1751.766687673352,2232.908574055206,1769.650372758962,2228.617613290506,1786.7098427959638,2224.524412350939,25996.983453033063,36213.91760855952,2348.766,123.96153846153847,888.5101329311524,847.5608867943831,808.4988906697638,771.2371658471989,735.6927422513586,701.7864736935637,669.4428616382584,638.5898870916501,609.1588502381919,581.0842174678214,554.3034754533401,528.756991953006,504.38788302839316,481.14188638185396,458.9672405315441,437.8145695549754
